title,company,town,link
Продавець касир,Novus,Київ,https://grc.ua/vacancies/69942550
Продавець за прилавок (Оболонь),Novus,Київ,https://grc.ua/vacancies/69942563
Продавець-консультант,Novus,Рівне,https://grc.ua/vacancies/69942539
Продавець касир,Novus,Київ,https://grc.ua/vacancies/69942546
Продавець касир,Novus,Київ,https://grc.ua/vacancies/69942548
Продавець касир,Novus,Київ,https://grc.ua/vacancies/69942551
Продавець за прилавок (кулінарія або сирний відділ),Novus,Київ,https://grc.ua/vacancies/69942560
"Адміністратор в новий магазин (Росток, НАУ)",Novus,Київ,https://grc.ua/vacancies/69938308
"Касир інформаційного центру в новий магазин (Росток, НАУ)",Novus,Київ,https://grc.ua/vacancies/69938310
"Продавець на викладку в новий магазин (Росток, НАУ)",Novus,Київ,https://grc.ua/vacancies/69938312
"Продавець продовольчих товарів у відділ сир, ковбаса",Ашан Рітейл Україна,Чернівці,https://grc.ua/vacancies/69941379
Касир у супермаркет (м.Лвобережна),Novus,Київ,https://grc.ua/vacancies/69938314
Продавець продовольчих та непродовольчих товарів,Ашан Рітейл Україна,Львів,https://grc.ua/vacancies/69941403
Касир ( Позняки),Novus,Київ,https://grc.ua/vacancies/69938317
Продавець продовольчих товарів (Святошино),Novus,Київ,https://grc.ua/vacancies/69942570
"Касир (Ашан, пр-т Правди)",Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941373
Продавець,Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941375
"Продавець-консультант (Софіївська Борщагівка, ЖК Львівський Маєток)",Novus,Буча,https://grc.ua/vacancies/69938321
Продавець продовольчих товарів у відділ вагові продукти,Ашан Рітейл Україна,Чернівці,https://grc.ua/vacancies/69941383
Продавець продовольчих товарів (Ашан Сокільники),Ашан Рітейл Україна,Львів,https://grc.ua/vacancies/69941393
Продавець-касир,Novus,Тернопіль,https://grc.ua/vacancies/69942575
"Продавець продовольчих товарів (гастрономія, кулінарія) (Виноградар)",Novus,Київ,https://grc.ua/vacancies/69938351
Продавець продовольчих товарів (метро Осокорки),Novus,Київ,https://grc.ua/vacancies/69938363
Продавець непродовольчих товарів (побутова техніка) Біличі,Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941372
Продавець-консультант,Novus,Вишневе,https://grc.ua/vacancies/69942577
Товарознавець (м. Вокзальна),Novus,Київ,https://grc.ua/vacancies/69938371
Касир (Ашан Лугова),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941374
Адміністратор (касир з прийому клієнтів),Ашан Рітейл Україна,Чернівці,https://grc.ua/vacancies/69941381
Продавець продовольчих товарів у відділ риба,Ашан Рітейл Україна,Чернівці,https://grc.ua/vacancies/69941409
"Начальник (керівник, менеджер) відділу ""Кулінарія"" (Ашан Сосніних)",Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941415
Продавець (Ашан пр-т Правди),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941424
"Продавець за прилавок (Софіївська Борщагівка,ЖК Львівський Маєток)",Novus,Буча,https://grc.ua/vacancies/69938323
Продавець за прилавок на рибу (м. Оболонь),Novus,Київ,https://grc.ua/vacancies/69942564
Продавець продовольчих товарів у відділ овочів та фруктів,Ашан Рітейл Україна,Чернівці,https://grc.ua/vacancies/69941380
"Касир інфо-каси (Софіївська Борщагівка, ЖК Львівський Маєток)",Novus,Боярка,https://grc.ua/vacancies/69938330
Продавець продовольчих товарів у відділ напої,Ашан Рітейл Україна,Чернівці,https://grc.ua/vacancies/69941382
Продавець продовольчих товарів,Ашан Рітейл Україна,Житомир,https://grc.ua/vacancies/69941384
